"Santa Eulàlia de Ronçana","Total votantes",3706
"Santa Eulàlia de Ronçana","Abstención",1591
"Santa Eulàlia de Ronçana","Votos nulos",44
"Santa Eulàlia de Ronçana","Votos en blanco",53
"Santa Eulàlia de Ronçana","Votos a candidaturas",3609
"Santa Eulàlia de Ronçana","CiU",1340
"Santa Eulàlia de Ronçana","ERC-Cat Sí",633
"Santa Eulàlia de Ronçana","PSC",388
"Santa Eulàlia de Ronçana","P.P.",378
"Santa Eulàlia de Ronçana","C's",293
"Santa Eulàlia de Ronçana","ICV-EUiA",290
"Santa Eulàlia de Ronçana","CUP-ALTERNATIVA D'ESQUERRES",105
"Santa Eulàlia de Ronçana","PxC",62
"Santa Eulàlia de Ronçana","SI",40
"Santa Eulàlia de Ronçana","PACMA",22
"Santa Eulàlia de Ronçana","Eb",15
"Santa Eulàlia de Ronçana","FARTS.cat",13
"Santa Eulàlia de Ronçana","UPyD",11
"Santa Eulàlia de Ronçana","PIRATA.CAT",11
"Santa Eulàlia de Ronçana","VD",5
"Santa Eulàlia de Ronçana","U.C.E.",3
"Sant Sadurní d'Osormort","Total votantes",59
"Sant Sadurní d'Osormort","Abstención",17
"Sant Sadurní d'Osormort","Votos nulos",0
"Sant Sadurní d'Osormort","Votos en blanco",1
"Sant Sadurní d'Osormort","Votos a candidaturas",58
"Sant Sadurní d'Osormort","CiU",33
"Sant Sadurní d'Osormort","ERC-Cat Sí",12
"Sant Sadurní d'Osormort","P.P.",5
"Sant Sadurní d'Osormort","PSC",3
"Sant Sadurní d'Osormort","C's",2
"Sant Sadurní d'Osormort","VD",1
"Sant Sadurní d'Osormort","PxC",1
"Sant Sadurní d'Osormort","ICV-EUiA",1
"Sant Sadurní d'Osormort","UPyD",0
"Sant Sadurní d'Osormort","U.C.E.",0
"Sant Sadurní d'Osormort","SI",0
"Sant Sadurní d'Osormort","PIRATA.CAT",0
"Sant Sadurní d'Osormort","PACMA",0
"Sant Sadurní d'Osormort","FARTS.cat",0
"Sant Sadurní d'Osormort","Eb",0
"Sant Sadurní d'Osormort","CUP-ALTERNATIVA D'ESQUERRES",0
"Calldetenes","Total votantes",1490
"Calldetenes","Abstención",356
"Calldetenes","Votos nulos",5
"Calldetenes","Votos en blanco",12
"Calldetenes","Votos a candidaturas",1473
"Calldetenes","CiU",810
"Calldetenes","ERC-Cat Sí",339
"Calldetenes","CUP-ALTERNATIVA D'ESQUERRES",80
"Calldetenes","SI",64
"Calldetenes","P.P.",51
"Calldetenes","PSC",35
"Calldetenes","ICV-EUiA",33
"Calldetenes","PxC",28
"Calldetenes","C's",18
"Calldetenes","Eb",6
"Calldetenes","PACMA",5
"Calldetenes","VD",2
"Calldetenes","UPyD",1
"Calldetenes","PIRATA.CAT",1
"Calldetenes","U.C.E.",0
"Calldetenes","FARTS.cat",0
"Vilafranca del Penedès","Total votantes",19163
"Vilafranca del Penedès","Abstención",7369
"Vilafranca del Penedès","Votos nulos",181
"Vilafranca del Penedès","Votos en blanco",237
"Vilafranca del Penedès","Votos a candidaturas",18745
"Vilafranca del Penedès","CiU",6944
"Vilafranca del Penedès","ERC-Cat Sí",3130
"Vilafranca del Penedès","PSC",2257
"Vilafranca del Penedès","P.P.",1810
"Vilafranca del Penedès","ICV-EUiA",1623
"Vilafranca del Penedès","CUP-ALTERNATIVA D'ESQUERRES",1187
"Vilafranca del Penedès","C's",784
"Vilafranca del Penedès","SI",320
"Vilafranca del Penedès","PxC",318
"Vilafranca del Penedès","Eb",87
"Vilafranca del Penedès","PACMA",80
"Vilafranca del Penedès","PIRATA.CAT",74
"Vilafranca del Penedès","FARTS.cat",53
"Vilafranca del Penedès","VD",39
"Vilafranca del Penedès","UPyD",27
"Vilafranca del Penedès","U.C.E.",12
"Sant Agustí de Lluçanès","Total votantes",73
"Sant Agustí de Lluçanès","Abstención",13
"Sant Agustí de Lluçanès","Votos nulos",0
"Sant Agustí de Lluçanès","Votos en blanco",1
"Sant Agustí de Lluçanès","Votos a candidaturas",72
"Sant Agustí de Lluçanès","CiU",53
"Sant Agustí de Lluçanès","ERC-Cat Sí",9
"Sant Agustí de Lluçanès","P.P.",5
"Sant Agustí de Lluçanès","ICV-EUiA",2
"Sant Agustí de Lluçanès","CUP-ALTERNATIVA D'ESQUERRES",2
"Sant Agustí de Lluçanès","SI",1
"Sant Agustí de Lluçanès","VD",0
"Sant Agustí de Lluçanès","UPyD",0
"Sant Agustí de Lluçanès","U.C.E.",0
"Sant Agustí de Lluçanès","PxC",0
"Sant Agustí de Lluçanès","PSC",0
"Sant Agustí de Lluçanès","PIRATA.CAT",0
"Sant Agustí de Lluçanès","PACMA",0
